Epoch,Training Loss,Validation Accuracy
1,1.6729672364890575,89.37777777777778
2,0.6746452953666449,93.57777777777778
3,0.34950040001422167,95.88888888888889
4,0.2200820716097951,96.33333333333333
5,0.16082941461354494,96.57777777777778
6,0.12484467308968306,96.88888888888889
7,0.10040531400591135,97.06666666666666
8,0.08038816647604108,96.86666666666666
9,0.06875781691633165,97.28888888888889
10,0.05861862492747605,96.84444444444445
