Epoch,Training Loss,Validation Accuracy
1,2.1881434619426727,41.577777777777776
2,1.762415125966072,53.0
3,1.4803752824664116,57.111111111111114
4,1.2872657775878906,60.37777777777778
5,1.0576240718364716,62.46666666666667
6,1.014655951410532,63.888888888888886
7,0.893841452896595,63.666666666666664
8,0.8653128854930401,63.22222222222222
9,0.7875230051577091,64.0
10,0.7567932568490505,65.02222222222223
