Epoch,Training Loss,Validation Accuracy
1,2.2259517833590508,36.266666666666666
2,1.639092706143856,51.4
3,1.2893751710653305,58.62222222222222
4,1.1006430014967918,61.0
5,0.9707764610648155,63.31111111111111
6,0.9197987020015717,64.8
7,0.7966464646160603,66.6
8,0.7975777573883533,67.13333333333334
9,0.685407392680645,67.13333333333334
10,0.669338695704937,66.71111111111111
