Epoch,Training Loss,Validation Accuracy
1,1.6225470677018166,65.53333333333333
2,0.5743715465068817,73.06666666666666
3,0.2984304381534457,73.28888888888889
4,0.3000295404344797,71.57777777777778
5,0.20869988296180964,73.93333333333334
6,0.22843096312135458,69.75555555555556
7,0.15366005897521973,70.55555555555556
8,0.21133460151031613,70.71111111111111
9,0.21104638231918216,71.97777777777777
10,0.15173588786274195,69.35555555555555
