Epoch,Training Loss,Validation Accuracy
1,1.5127648189663887,18.622222222222224
2,1.1453221999108791,43.888888888888886
3,0.8428369872272015,57.15555555555556
4,0.5012811869382858,60.75555555555555
5,0.3578252550214529,56.733333333333334
6,0.4876914438791573,50.24444444444445
7,0.4317970061674714,60.24444444444445
8,0.42039030557498336,56.53333333333333
9,0.22069334285333753,64.95555555555555
10,0.2649427829310298,61.044444444444444
